seller_id,product_category_name,customer_zip_code_prefix,payment_type,purchase_weekday,purchase_hour,purchase_month,total_orders,avg_purchase_to_approve,avg_approve_to_carrier,avg_carrier_to_customer,avg_lateness,late_rate
1554a68530182680ad5c8b042c3ab563,moveis_sala,14860,credit_card,2,11,11,1,0.6855555586516857,78.58777777478099,2473.0438888929784,2060.1569444462657,1.0
b2ba3715d723d245138f291a6fe42594,papelaria,6663,credit_card,2,22,01,1,12.489166673272848,124.84527777135372,2254.496944449842,2005.8769444450736,1.0
7a67c85e85bb2ce8582c35f2203ad736,cool_stuff,4044,boleto,4,08,06,1,43.53027778118849,108.33499999344349,2158.903055559844,1982.9647222235799,1.0
7ddcbb64b5bc1ef36ca8c151f6ec77df,cool_stuff,25550,credit_card,1,20,12,1,43.918055545538664,24.806111119687557,2473.8058333285153,1962.791388887912,1.0
4b9750c8ad28220fe6702d4ecb7c898f,bebes,45530,boleto,2,08,04,1,4.1972222328186035,80.73499999567866,2513.95916666463,1959.282499998808,1.0
9b522ba7eae9e1d04082f267144583cc,moveis_decoracao,11390,credit_card,3,12,11,1,0.2733333371579647,2569.27722222358,0.0022222213447093964,1933.9694444462657,1.0
634964b17796e64304cadf1ad3050fb7,automotivo,41270,boleto,0,13,04,1,40.28944444656372,15.35583333671093,2545.0433333292603,1918.2505555562675,1.0
48436dade18ac8b2bce089ec2a041202,brinquedos,8270,credit_card,2,19,08,1,0.7627777755260468,22.955277778208256,2375.02166666463,1890.1483333334327,1.0
adbc26658d6c7b4b6219f9d934598091,bebes,22743,credit_card,6,18,12,1,0.1180555634200573,123.43416665866971,2451.578611113131,1873.9538888856769,1.0
7299e27ed73d2ad986de7f7c77d919fa,utilidades_domesticas,14810,credit_card,5,11,03,1,0.21138889342546463,2.153333332389593,2424.6411111094058,1862.54888888821,1.0
620c87c171fb2a6dd6e8bb4dec959fc6,perfumaria,2022,credit_card,1,21,01,1,0.22055555507540703,18.43749999627471,2398.585833337158,1862.5469444431365,1.0
72146da5774cabf2632faedcae097a76,sinalizacao_e_seguranca,14900,boleto,2,23,03,1,27.05472221598029,161.8119444474578,2301.3227777704597,1841.6486111059785,1.0
427165bf50f8ca07efc7bdc2bfcf1688,beleza_saude,6462,credit_card,1,07,04,1,0.7208333350718021,35.8450000025332,2035.2563888803124,1815.1119444407523,1.0
1025f0e2d44d7041d6cf58b6550e0bfa,moveis_decoracao,22710,credit_card,5,00,02,1,0.1366666629910469,91.18444444611669,2186.3466666676104,1797.7952777780592,1.0
ad420dd0c4f92f8af951ac24b86d0cf5,beleza_saude,28611,credit_card,4,11,03,1,0.2894444391131401,34.71722222864628,2276.5027777701616,1794.7072222195566,1.0
3d871de0142ce09b7081e2b9d1733cb1,papelaria,62320,credit_card,3,10,01,1,0.14000000059604645,169.53916666656733,2478.9108333326876,1771.4258333332837,1.0
8581055ce74af1daba164fdbd55a40de,automotivo,87895,credit_card,5,13,11,1,18.220277778804302,103.11138888448477,2217.91250000149,1752.2805555537343,1.0
6f1a1263039c76e68f40a8e536b1da6a,alimentos,24310,credit_card,1,15,01,1,0.22111111879348755,837.2844444438815,1423.4669444449246,1748.2800000049174,1.0
0b35c634521043bf4b47e21547b99ab5,construcao_ferramentas_construcao,22770,credit_card,4,12,02,1,0.24916666746139526,28.643333327025175,2310.391111113131,1703.8455555550754,1.0
da8622b14eb17ae2831f4ac5b9dab84a,cama_mesa_banho,22775,credit_card,4,12,02,1,0.33444444090127945,121.4727777801454,2393.2322222292423,1687.2455555610359,1.0
1554a68530182680ad5c8b042c3ab563,moveis_decoracao,89560,boleto,2,11,06,1,14.823888894170523,4.873611107468605,2336.574444450438,1672.0416666716337,1.0
4c2b230173bb36f9b240f2b8ac11786e,esporte_lazer,21815,boleto,1,21,02,1,36.39527777954936,128.0588888861239,1899.832777775824,1654.0786111056805,1.0
1d8dbc4f32378d715c717c1c1fc57bae,bebes,29101,voucher,0,21,06,1,0.1386111080646515,185.11166666820645,2207.3469444438815,1646.0477777794003,1.0
b33e7c55446eabf8fe1a42d037ac7d6d,relogios_presentes,1140,credit_card,4,16,01,1,0.2849999964237213,100.23861110955477,2007.7369444482028,1620.6816666685045,1.0
cbd996ad3c1b7dc71fd0e5f5df9087e2,beleza_saude,2245,credit_card,4,15,02,1,0.1761111170053482,31.614722214639187,1913.8341666720808,1601.3797222226858,1.0
8b321bb669392f5163d04c59e235e066,eletronicos,20551,credit_card,0,20,02,1,0.1413888819515705,44.81305556371808,1986.6530555561185,1596.3061111159623,1.0
1f50f920176fa81dab994f9023523100,ferramentas_jardim,58200,credit_card,2,16,09,1,0.23250000178813934,79.45583332702518,2372.4075000062585,1580.1175000034273,1.0
6560211a19b47992c3666cc44a7e94c0,fashion_bolsas_e_acessorios,9132,boleto,3,06,05,1,45.99666666984558,9.142222221940756,1828.108888886869,1577.7947222180665,1.0
ebef8d8c92b4fd3226e5d407bbff21ac,esporte_lazer,1310,credit_card,0,13,01,1,0.8169444501399994,49.746944446116686,2421.450555548072,1573.7172222174704,1.0
1835b56ce799e6a4dc4eddc053f04066,cama_mesa_banho,7242,credit_card,1,18,11,1,8.832500003278255,15.959722224622965,1913.3813888803124,1524.8638888858259,1.0
e81e1f9c3e762e620f3fb60a51499e16,esporte_lazer,75220,boleto,2,11,05,1,24.43472222238779,25.813333332538605,2949.699166662991,1523.182777773589,1.0
54965bbe3e4f07ae045b90b0b8541f52,cama_mesa_banho,8150,credit_card,5,13,11,1,2.631944440305233,987.9702777788043,1029.7452777810395,1457.9825000055134,1.0
fa1c13f2614d7b5c4749cbc52fecda94,relogios_presentes,87345,credit_card,3,20,03,1,0.3105555586516857,45.88777777925134,2014.6602777689695,1457.0405555516481,1.0
c003204e1ab016dfa150abc119207b24,automotivo,2111,credit_card,3,13,07,1,0.22083333134651184,20.606666665524244,1612.3294444531202,1454.7127777822316,1.0
1caf283236cd69af44cbc09a0a1e7d32,brinquedos,22790,boleto,3,19,09,1,30.607777778059244,14.858611106872559,1674.6463888920844,1451.7588888891041,1.0
218d46b86c1881d022bce9c68a7d4b15,esporte_lazer,68555,credit_card,3,20,01,1,36.286944441497326,9.8788888938725,2512.3047222197056,1451.1144444420934,1.0
ef0ace09169ac090589d85746e3e036f,perfumaria,13580,credit_card,6,09,03,1,0.6538888961076736,59.68527777493,1943.456388887018,1436.9383333325386,1.0
2a84855fd20af891be03bc5924d2b453,cool_stuff,1552,credit_card,1,16,06,1,0.5702777802944183,16.002500005066395,1878.5441666655242,1407.8608333356678,1.0
7b8e8ec35bad4b0ef7e3963650b0a87b,automotivo,11702,credit_card,1,10,04,1,0.40833333134651184,14.013333342969418,1621.6661111041903,1406.831388887018,1.0
897060da8b9a21f655304d50fd935913,informatica_acessorios,29172,credit_card,1,20,07,1,0.14416666701436043,46.74222222715616,1913.7219444438815,1405.5533333346248,1.0
09f952a5f58d2285b0372551ae8f9b01,moveis_decoracao,11706,credit_card,6,09,06,1,0.228888887912035,98.21305555477738,1559.8291666768491,1403.9125000052154,1.0
f22a247b79dd22ecd91dc8e3b2a1b07c,beleza_saude,22773,credit_card,3,15,05,1,2.171111114323139,18.58111111074686,2023.175833325833,1387.2924999967217,1.0
f22a247b79dd22ecd91dc8e3b2a1b07c,beleza_saude,22773,voucher,3,15,05,1,2.171111114323139,18.58111111074686,2023.175833325833,1387.2924999967217,1.0
8e6d7754bc7e0f22c96d255ebda59eba,informatica_acessorios,29101,boleto,4,17,02,1,32.955277785658836,142.14055554941297,1695.772500000894,1384.7558333314955,1.0
412a4720f3e9431b4afa1476a1acddbe,esporte_lazer,8440,credit_card,6,09,03,1,0.2827777750790119,62.55638889223337,1581.9972222223878,1366.3741666674614,1.0
26e2c91ef821e1ff8985f408788fe35b,cama_mesa_banho,4945,boleto,3,14,02,1,35.998055554926395,16.217500001192093,1755.8319444358349,1366.3174999952316,1.0
a5a1bfcf728ab0e19182959cf0771ee4,alimentos,24230,credit_card,3,21,01,1,0.19999999925494194,14.22583333030343,2022.0450000017881,1361.577500000596,1.0
acadd4d36859671cb635527c6c977533,automotivo,28155,boleto,5,11,02,1,15.550555553287268,138.73611111938953,1855.865277774632,1349.202500000596,1.0
1c68394e931a64f90ea236c5ea590300,informatica_acessorios,28605,credit_card,6,22,02,1,0.19166666641831398,239.3080555535853,1846.7438888959587,1340.974444448948,1.0
822bad9bc42b51213ba522fe87b7ab5d,telefonia,20550,credit_card,6,08,02,1,0.31583333015441895,217.24972222745419,1687.1491666696966,1337.529722224921,1.0
066a6914e1ebf3ea95a216c73a986b91,moveis_decoracao,88058,credit_card,1,20,01,1,0.15166667103767395,14.699444442987442,2211.984999999404,1335.6058333329856,1.0
